#,H2,H3,H4,Genre,Aspect,Topic,Tooltip Header,"Char Count",Concatenated Title for Telegram Pin,Blurb 310/368 (84% Complete),"Char Count",Liner Type,Reviewed ###,###,###,###,# Text Template,Template,Template,Template: Template,18,# Text Template:- Template - Template,"37 Characters fit into one single line. 74 Characters fit into a double liner. 111 Characters take up a three liner. 148 Characters take up four line text.",155,OVERSIZED,
C04-04-02,4,4,2,Conventions,Attending,Survival Tips,Attending: Survival Tips,24,Conventions:- Attending - Survival Tips,Create reminders for activities on your phone as you can lose track of time when having fun!,92,3 LINER,DONE
C04-04-03,4,4,3,Conventions,Attending,Survival Tips,Attending: Survival Tips,24,Conventions:- Attending - Survival Tips,Avoid dehydration in long queues by taking a bottle of water with you.,70,2 LINER,DONE
C04-04-04,4,4,4,Conventions,Attending,Survival Tips,Attending: Survival Tips,24,Conventions:- Attending - Survival Tips,It's wise to carry a power bank to charge your phone on the go.,63,2 LINER,DONE
C05-01-01,5,1,1,Conventions,Con-ops,Assistance,Con-ops: Assistance,19,Conventions:- Con-ops - Assistance,Convention Staff are there to help you if you need assistance.,62,2 LINER,DONE
C05-02-01,5,2,1,Conventions,Con-ops,Lost Property,Con-ops: Lost Property,22,Conventions:- Con-ops - Lost Property,Convention Operations (Con-ops) hold Lost Property allowing recovery of your belongings if handed in.,101,3 LINER,DONE
C06-01-01,6,1,1,Conventions,Subsistence,Breakfast,Subsistence: Breakfast,22,Conventions:- Subsistence - Breakfast,Take full advantage of breakfast if included with your Hotel room.,66,2 LINER,DONE
C06-02-01,6,2,1,Conventions,Subsistence,Room Snacks,Subsistence: Room Snacks,24,Conventions:- Subsistence - Room Snacks,Make substantial savings on your tab.by purchasing drinks and snacks outside of the Hotel for you room.,103,3 LINER,DONE
C06-03-01,6,3,1,Conventions,Subsistence,Restaurants,Subsistence: Restaurants,24,Conventions:- Subsistence - Restaurants,Restaurants near Conventions can fill up quick so book ahead. Be sure to honour your booking though.,100,3 LINER,DONE
C07-01-01,7,1,1,Conventions,Events,Scheduled,Events: Scheduled,17,Conventions:- Events - Scheduled,Take time to review the Conbook Schedule to plan activities of interest.,72,2 LINER,DONE
C07-01-02,7,1,2,Conventions,Events,Scheduled,Events: Scheduled,17,Conventions:- Events - Scheduled,Getting to Events early can help you get a closer seat to the action.,69,2 LINER,DONE
C07-01-03,7,1,3,Conventions,Events,Scheduled,Events: Scheduled,17,Conventions:- Events - Scheduled,"Since most Conventions are ran by volunteers, Event delays can occur.",69,2 LINER,DONE
C07-02-01,7,2,1,Conventions,Events,Unscheduled,Events: Unscheduled,19,Conventions:- Events - Unscheduled,Unscheduled Events add enjoyment to the Convention when they happen.,68,2 LINER,DONE
C07-02-02,7,2,2,Conventions,Events,Unscheduled,Events: Unscheduled,19,Conventions:- Events - Unscheduled,Keep an ear out for activities ran by attendees/groups that may not be in the Conbook Schedule.,95,3 LINER,DONE
C07-02-03,7,2,3,Conventions,Events,Unscheduled,Events: Unscheduled,19,Conventions:- Events - Unscheduled,Keep an ear out at Conventions for room parties as these can be a great way to meet new people.,95,3 LINER,DONE
C08-01-01,8,1,1,Conventions,Fursuit Events,Dance Comp,Fursuit Events: Dance Comp,26,Conventions:- Fursuit Events - Dance Comp,"Dance Competitions are a great way to exhibit your moves in Fursuit, so bring your A game!",90,3 LINER,DONE
C08-01-02,8,1,2,Conventions,Fursuit Events,Dance Comp,Fursuit Events: Dance Comp,26,Conventions:- Fursuit Events - Dance Comp,"A successful performance in Dance Competitions comes with experience, so don't fret in the early stages.",104,3 LINER,DONE
C08-01-03,8,1,3,Conventions,Fursuit Events,Dance Comp,Fursuit Events: Dance Comp,26,Conventions:- Fursuit Events - Dance Comp,"Floor Wars are fast becoming one of THE Events to see, so go watch the dancers throw down for a real buzz.",106,3 LINER,DONE
C08-01-04,8,1,4,Conventions,Fursuit Events,Dance Comp,Fursuit Events: Dance Comp,26,Conventions:- Fursuit Events - Dance Comp,Encourage new performers as they are likely nervous and this will drive them to do better each time.,100,3 LINER,DONE
C08-02-01,8,2,1,Conventions,Fursuit Events,Fursuit Games,Fursuit Events: Fursuit Games,29,Conventions:- Fursuit Events - Fursuit Games,"Fursuit Games are a lot of fun for spectator and competitor alike, so go along to be entertained in either case.",112,4 LINER,DONE
C08-02-02,8,2,2,Conventions,Fursuit Events,Fursuit Games,Fursuit Events: Fursuit Games,29,Conventions:- Fursuit Events - Fursuit Games,Don't let competitiveness during active Fursuit Events result in rough treatment of yourself or others.,103,3 LINER,DONE
C08-03-01,8,3,1,Conventions,Fursuit Events,Fursuit Parade,Fursuit Events: Fursuit Parade,30,Conventions:- Fursuit Events - Fursuit Parade,A Fursuit Parade is a great way to take photos of Fursuits sequentially.,72,2 LINER,DONE
C08-03-02,8,3,2,Conventions,Fursuit Events,Fursuit Parade,Fursuit Events: Fursuit Parade,30,Conventions:- Fursuit Events - Fursuit Parade,Always keep to the defined route as it has been chosen and cleared for your safety.,83,3 LINER,DONE
C08-03-03,8,3,3,Conventions,Fursuit Events,Fursuit Parade,Fursuit Events: Fursuit Parade,30,Conventions:- Fursuit Events - Fursuit Parade,"Liven up the line by bringing you own music, but be aware this isn't to everyone's liking at times!",99,3 LINER,DONE
C08-03-04,8,3,4,Conventions,Fursuit Events,Fursuit Parade,Fursuit Events: Fursuit Parade,30,Conventions:- Fursuit Events - Fursuit Parade,"Hanging out with a Friend, Maker, or Species Group during Fursuit Parades can offer great opportunities for Photoshoots.",120,4 LINER,DONE
C08-03-05,8,3,5,Conventions,Fursuit Events,Fursuit Parade,Fursuit Events: Fursuit Parade,30,Conventions:- Fursuit Events - Fursuit Parade,Don't hold up the line by stopping too often during a Fursuit Parade.,69,2 LINER,DONE
C08-03-06,8,3,6,Conventions,Fursuit Events,Fursuit Parade,Fursuit Events: Fursuit Parade,30,Conventions:- Fursuit Events - Fursuit Parade,Be aware of folks stopping for photos in front of you during a Fursuit Parade.,78,3 LINER,DONE
C08-03-07,8,3,7,Conventions,Fursuit Events,Fursuit Parade,Fursuit Events: Fursuit Parade,30,Conventions:- Fursuit Events - Fursuit Parade,Be aware of those around you when stopping for photos during a Fursuit Parade.,78,3 LINER,DONE
C08-04-01,8,4,1,Conventions,Fursuit Events,Fursuit Walk,Fursuit Events: Fursuit Walk,28,Conventions:- Fursuit Events - Fursuit Walk,A Fursuit Parade is a Venue-based Event organised at the Convention. A Fursuit Walk is usually hosted off site.,111,3 LINER,DONE
C08-04-02,8,4,2,Conventions,Fursuit Events,Fursuit Walk,Fursuit Events: Fursuit Walk,28,Conventions:- Fursuit Events - Fursuit Walk,"A Fursuit Walk offers public interaction in Fursuit, so always be on your best behaviour.",89,3 LINER,DONE
C08-05-01,8,5,1,Conventions,Fursuit Events,Photoshoots,Fursuit Events: Photoshoots,27,Conventions:- Fursuit Events - Photoshoots,Be courteous by not interruptng a Photoshoot in progress.,57,2 LINER,DONE
C08-05-02,8,5,2,Conventions,Fursuit Events,Photoshoots,Fursuit Events: Photoshoots,27,Conventions:- Fursuit Events - Photoshoots,Preserve memories by organising a Photoshoot with friends.,58,2 LINER,DONE
C08-05-03,8,5,3,Conventions,Fursuit Events,Photoshoots,Fursuit Events: Photoshoots,27,Conventions:- Fursuit Events - Photoshoots,"Make use of the best quality camera possible for Photoshoots, many folks volunteer their time and equipment for that perfect shot!",130,4 LINER,DONE
C08-05-04,8,5,4,Conventions,Fursuit Events,Photoshoots,Fursuit Events: Photoshoots,27,Conventions:- Fursuit Events - Photoshoots,Photos taken at a greater height can capture more of the attendees and surrounding area.,88,3 LINER,DONE
C08-05-05,8,5,5,Conventions,Fursuit Events,Photoshoots,Fursuit Events: Photoshoots,27,Conventions:- Fursuit Events - Photoshoots,A stepped area works really well for a Group Photoshoot.,56,2 LINER,DONE
C08-05-06,8,5,6,Conventions,Fursuit Events,Photoshoots,Fursuit Events: Photoshoots,27,Conventions:- Fursuit Events - Photoshoots,"Group poses during Photoshoots look great, so co-ordinate for a memorable shot.",79,3 LINER,DONE
C08-05-07,8,5,7,Conventions,Fursuit Events,Photoshoots,Fursuit Events: Photoshoots,27,Conventions:- Fursuit Events - Photoshoots,Make use of decorated areas when taking photos to remember and look back on that year's theme.,94,3 LINER,DONE
C08-05-08,8,5,8,Conventions,Fursuit Events,Photoshoots,Fursuit Events: Photoshoots,27,Conventions:- Fursuit Events - Photoshoots,Maker Photoshoots are great for showcasing all the Maker's hard work and showing the variety of their craft.,108,3 LINER,DONE
C08-05-09,8,5,9,Conventions,Fursuit Events,Photoshoots,Fursuit Events: Photoshoots,27,Conventions:- Fursuit Events - Photoshoots,Species Photoshoots are a good way to see various interpretations of an animal by different Makers.,99,3 LINER,DONE
C08-05-10,8,5,10,Conventions,Fursuit Events,Photoshoots,Fursuit Events: Photoshoots,27,Conventions:- Fursuit Events - Photoshoots,"Props can obstruct camera views during Group Photoshoots. It may seem like a fun idea, but don't ruin it for others behind you.",127,4 LINER,DONE
C08-05-11,8,5,11,Conventions,Fursuit Events,Photoshoots,Fursuit Events: Photoshoots,27,Conventions:- Fursuit Events - Photoshoots,Allow those smaller than you to stand in front so they can be seen by cameras.,78,3 LINER,DONE
C08-05-12,8,5,12,Conventions,Fursuit Events,Photoshoots,Fursuit Events: Photoshoots,27,Conventions:- Fursuit Events - Photoshoots,Practice poses solo in Fursuit to show off your good side in media.,67,2 LINER,DONE
C08-05-13,8,5,13,Conventions,Fursuit Events,Photoshoots,Fursuit Events: Photoshoots,27,Conventions:- Fursuit Events - Photoshoots,"When gathering for a Photoshoot, why not make a video and turn it into a sharable gif on Scritch.",97,3 LINER,DONE
C08-05-14,8,5,14,Conventions,Fursuit Events,Photoshoots,Fursuit Events: Photoshoots,27,Conventions:- Fursuit Events - Photoshoots,Scritch supports gifs which are a great way to animate yourself and share small snippets of your antics.,104,3 LINER,DONE
C09-01-01,9,1,1,Conventions,Fursuit Lounge,Conduct,Fursuit Lounge: Conduct,23,Conventions:- Fursuit Lounge - Conduct,"Larger Conventions use Surveilance Cameras in their Fursuit Lounge, but add to the security by reporting anything untoward.",123,4 LINER,DONE
C09-01-02,9,1,2,Conventions,Fursuit Lounge,Conduct,Fursuit Lounge: Conduct,23,Conventions:- Fursuit Lounge - Conduct,Report suspicious activity of an individual in the Fursuit Lounge to Con Staff.,79,3 LINER,DONE
C09-01-03,9,1,3,Conventions,Fursuit Lounge,Conduct,Fursuit Lounge: Conduct,23,Conventions:- Fursuit Lounge - Conduct,Never try on another person's Fursuit or any parts of it without asking.,72,2 LINER,DONE
C09-01-04,9,1,4,Conventions,Fursuit Lounge,Conduct,Fursuit Lounge: Conduct,23,Conventions:- Fursuit Lounge - Conduct,Leave the Fursuit Lounge in a state that you would like to find it.,67,2 LINER,DONE
C09-02-01,9,2,1,Conventions,Fursuit Lounge,Fair Usage,Fursuit Lounge: Fair Usage,26,Conventions:- Fursuit Lounge - Fair Usage,Be time-considerate when making use of Fursuit Lounge equipment.,64,2 LINER,DONE
C09-02-02,9,2,2,Conventions,Fursuit Lounge,Fair Usage,Fursuit Lounge: Fair Usage,26,Conventions:- Fursuit Lounge - Fair Usage,Share drying apparatus by moving your Fursuit when dried.,57,2 LINER,DONE
C09-02-03,9,2,3,Conventions,Fursuit Lounge,Fair Usage,Fursuit Lounge: Fair Usage,26,Conventions:- Fursuit Lounge - Fair Usage,"If you must move a dried Fursuit off drying apparatus, be very careful not to cause damage.",91,3 LINER,DONE
C09-02-04,9,2,4,Conventions,Fursuit Lounge,Fair Usage,Fursuit Lounge: Fair Usage,26,Conventions:- Fursuit Lounge - Fair Usage,"Re-use your cup and straw as much as possible in the Fursuit Lounge, disposing of them after each visit.",104,3 LINER,DONE
C09-03-01,9,3,1,Conventions,Fursuit Lounge,ID Check,Fursuit Lounge: ID Check,24,Conventions:- Fursuit Lounge - ID Check,"Some Fursuit Lounges require Fursuit Badges to gain access, so be sure to carry yours with you.",95,3 LINER,DONE
C09-04-01,9,4,1,Conventions,Fursuit Lounge,Handler Access,Fursuit Lounge: Handler Access,30,Conventions:- Fursuit Lounge - Handler Access,Handlers are permitted in Fursuit Lounges to assist their charge with anything they need.,89,3 LINER,DONE
C09-05-01,9,5,1,Conventions,Fursuit Lounge,Opening Hours,Fursuit Lounge: Opening Hours,29,Conventions:- Fursuit Lounge - Opening Hours,Plan your Fursuiting by factoring in drying time/opening hours if you plan to make use of the Fursuit Lounge.,109,3 LINER,DONE
C09-05-02,9,5,2,Conventions,Fursuit Lounge,Opening Hours,Fursuit Lounge: Opening Hours,29,Conventions:- Fursuit Lounge - Opening Hours,You may be unable to access your Fursuit until the Fursuit Lounge next opens if it is left inside past closing time.,116,4 LINER,DONE
C09-06-01,9,6,1,Conventions,Fursuit Lounge,Photography,Fursuit Lounge: Photography,27,Conventions:- Fursuit Lounge - Photography,Respect the privacy of others by not taking photos in the Fursuit Lounge.,73,2 LINER,DONE
C09-07-01,9,7,1,Conventions,Fursuit Lounge,Repair Station,Fursuit Lounge: Repair Station,30,Conventions:- Fursuit Lounge - Repair Station,Some Conventions include repair equipment in the Fursuit Lounge for emergency use.,82,3 LINER,DONE
C09-08-01,9,8,1,Conventions,Fursuit Lounge,Security of Kit,Fursuit Lounge: Security of Kit,31,Conventions:- Fursuit Lounge - Security of Kit,"Fursuits have been stolen from Fursuit Lounges in the past, so use appropriate security measures on your belongings.",116,4 LINER,DONE
C09-08-02,9,8,2,Conventions,Fursuit Lounge,Security of Kit,Fursuit Lounge: Security of Kit,31,Conventions:- Fursuit Lounge - Security of Kit,Write your name on your under layer label worn beneath your Fursuit as ownership can be confused on drying racks.,113,4 LINER,DONE
C10-01-01,10,1,1,Conventions,Media Capture,Photography,Media Capture: Photography,26,Conventions:- Media Capture - Photography,Bear in mind restrictions on Photography may be in place in some areas of the Convention.,89,3 LINER,DONE
C10-01-02,10,1,2,Conventions,Media Capture,Photography,Media Capture: Photography,26,Conventions:- Media Capture - Photography,Holding your phone in landscape when taking a video will allow cross-platform viewing!,86,3 LINER,DONE
C10-01-03,10,1,3,Conventions,Media Capture,Photography,Media Capture: Photography,26,Conventions:- Media Capture - Photography,A good light source can bring out a vibrant look when capturing media.,70,2 LINER,DONE
C10-01-04,10,1,4,Conventions,Media Capture,Photography,Media Capture: Photography,26,Conventions:- Media Capture - Photography,Take a photo of a Fursuiter's badge to remember their name for tagging.,71,2 LINER,DONE
F01-01-01,1,1,1,Fursuits,General,Facts,General: Facts,14,Fursuits:- General - Facts,A Fursuit can be a great way to overcome social anxiety.,56,2 LINER,DONE
F01-01-02,1,1,2,Fursuits,General,Facts,General: Facts,14,Fursuits:- General - Facts,On average 1 in 5 members of the Furry Fandom own a Fursuit.,60,2 LINER,DONE
F02-01-01,2,1,1,Fursuits,Commission,Research of Makers,Commission: Research of Makers,30,Fursuits:- Commission - Research of Makers,Read all Maker information and FAQs before Commissioning.,57,2 LINER,DONE
F02-01-02,2,1,2,Fursuits,Commission,Research of Makers,Commission: Research of Makers,30,Fursuits:- Commission - Research of Makers,Established Makers often state average Commission times/cost. Make sure these fit your expectations/plans/budget when approaching them.,135,4 LINER,DONE
F02-01-03,2,1,3,Fursuits,Commission,Research of Makers,Commission: Research of Makers,30,Fursuits:- Commission - Research of Makers,Be aware of conversion fees if you are looking at Makers in another country.,76,3 LINER,DONE
F02-01-04,2,1,4,Fursuits,Commission,Research of Makers,Commission: Research of Makers,30,Fursuits:- Commission - Research of Makers,Find a Maker with a style to match your Fursuit as there are a wide range of designs to choose from.,100,3 LINER,DONE
F02-01-05,2,1,5,Fursuits,Commission,Research of Makers,Commission: Research of Makers,30,Fursuits:- Commission - Research of Makers,"Going with an up and coming Maker can result in a bargain price, but be aware that experience comes with time.",110,3 LINER,DONE
F02-01-06,2,1,6,Fursuits,Commission,Research of Makers,Commission: Research of Makers,30,Fursuits:- Commission - Research of Makers,"More established Makers tend to command a higher Commission price, but usually this is for reasoning of quality and track record.",129,4 LINER,DONE
F02-01-07,2,1,7,Fursuits,Commission,Research of Makers,Commission: Research of Makers,30,Fursuits:- Commission - Research of Makers,Gain customer care insight by talking to Fursuiters of the same Maker you are intending to Commission.,102,3 LINER,DONE
F02-01-08,2,1,8,Fursuits,Commission,Research of Makers,Commission: Research of Makers,30,Fursuits:- Commission - Research of Makers,Research Maker build queue times as these can vary considerably.,64,2 LINER,DONE
F02-01-09,2,1,9,Fursuits,Commission,Research of Makers,Commission: Research of Makers,30,Fursuits:- Commission - Research of Makers,Consider your age and projected growth before taking out a Fursuit Commission too early.,88,3 LINER,DONE
F02-01-10,2,1,10,Fursuits,Commission,Research of Makers,Commission: Research of Makers,30,Fursuits:- Commission - Research of Makers,Artist Bewares can give good insights into Maker professionalism.,65,2 LINER,DONE
F02-01-11,2,1,11,Fursuits,Commission,Research of Makers,Commission: Research of Makers,30,Fursuits:- Commission - Research of Makers,"Bear in mind shipping costs when researching a Maker, as taking up a Commission with a local Maker can save in this area.",121,4 LINER,DONE
F02-01-12,2,1,12,Fursuits,Commission,Research of Makers,Commission: Research of Makers,30,Fursuits:- Commission - Research of Makers,Beware of online marketplaces offering custom Fursuits for set prices with a variety of styles in their catalogue.,114,4 LINER,DONE
F02-02-01,2,2,1,Fursuits,Commission,Bidding and Slots,Commission: Bidding and Slots,29,Fursuits:- Commission - Bidding and Slots,Ensure you have the required deposit needed when you approach a Maker.,70,2 LINER,DONE
F02-02-02,2,2,2,Fursuits,Commission,Bidding and Slots,Commission: Bidding and Slots,29,Fursuits:- Commission - Bidding and Slots,"If bidding on a Fursuit or Commission Slot, only bid what you can afford without having to compromise.",102,3 LINER,DONE
F02-02-03,2,2,3,Fursuits,Commission,Bidding and Slots,Commission: Bidding and Slots,29,Fursuits:- Commission - Bidding and Slots,"Bear in mind additional costs such as optional extras offered by the Maker, and postage/customs costs when bidding on a Commission slot.",136,4 LINER,DONE
F02-02-04,2,2,4,Fursuits,Commission,Bidding and Slots,Commission: Bidding and Slots,29,Fursuits:- Commission - Bidding and Slots,"Makers offer limited slots, so act fast and show a Maker you are serious to secure a Commission.",96,3 LINER,DONE
F02-03-01,2,3,1,Fursuits,Commission,Ref Sheets & Design,Commission: Ref Sheets & Design,31,Fursuits:- Commission - Ref Sheets & Design,"As a general rule: the more complicated a Fursuit Reference Sheet, the more expensive the Commission quote.",107,3 LINER,DONE
F02-03-02,2,3,2,Fursuits,Commission,Ref Sheets & Design,Commission: Ref Sheets & Design,31,Fursuits:- Commission - Ref Sheets & Design,Consider available fur colours/materials when crafting a Fursuit Reference Sheet as exotic products can increase cost.,118,4 LINER,DONE
F02-03-03,2,3,3,Fursuits,Commission,Ref Sheets & Design,Commission: Ref Sheets & Design,31,Fursuits:- Commission - Ref Sheets & Design,Bear in mind physical limitations of materials and cost when opting for complex fur patterns.,93,3 LINER,DONE
F02-03-04,2,3,4,Fursuits,Commission,Ref Sheets & Design,Commission: Ref Sheets & Design,31,Fursuits:- Commission - Ref Sheets & Design,Intricate patterning increases production cost and build duration of the Fursuit Commission.,92,3 LINER,DONE
F02-03-05,2,3,5,Fursuits,Commission,Ref Sheets & Design,Commission: Ref Sheets & Design,31,Fursuits:- Commission - Ref Sheets & Design,Be aware of increased cost for longer fur lengths when creating your Fursuit Reference Sheet.,93,3 LINER,DONE
F02-03-06,2,3,6,Fursuits,Commission,Ref Sheets & Design,Commission: Ref Sheets & Design,31,Fursuits:- Commission - Ref Sheets & Design,Annotate your Fursuit Reference Sheet to make the specification/design clear.,77,3 LINER,DONE
F02-03-07,2,3,7,Fursuits,Commission,Ref Sheets & Design,Commission: Ref Sheets & Design,31,Fursuits:- Commission - Ref Sheets & Design,Maker-specific Reference Sheets will look more like the finished Fursuit. Some Makers offer this as an option when Commissioning.,129,4 LINER,DONE
F02-03-08,2,3,8,Fursuits,Commission,Ref Sheets & Design,Commission: Ref Sheets & Design,31,Fursuits:- Commission - Ref Sheets & Design,Makers are better informed by Reference Sheets with multiple views of a character.,82,3 LINER,DONE
F02-03-09,2,3,9,Fursuits,Commission,Ref Sheets & Design,Commission: Ref Sheets & Design,31,Fursuits:- Commission - Ref Sheets & Design,Fursuit body proportions may not match your Reference Sheet when made wearable. Always ask the Maker what they are able to reproduce.,133,4 LINER,DONE
F02-03-10,2,3,10,Fursuits,Commission,Ref Sheets & Design,Commission: Ref Sheets & Design,31,Fursuits:- Commission - Ref Sheets & Design,Realistic looking Fursuits tend to embody resin eyes and allow visibility through tear ducts.,93,3 LINER,DONE
F02-03-11,2,3,11,Fursuits,Commission,Ref Sheets & Design,Commission: Ref Sheets & Design,31,Fursuits:- Commission - Ref Sheets & Design,"Toony looking Fursuits tend to incorporate mesh eye material, allowing suiter visibility through the gauze.",107,3 LINER,DONE
F02-03-12,2,3,12,Fursuits,Commission,Ref Sheets & Design,Commission: Ref Sheets & Design,31,Fursuits:- Commission - Ref Sheets & Design,"Plantigrade Legs = Easier Movement, Digitigrade Legs = More Realism.",68,2 LINER,DONE
F02-03-13,2,3,13,Fursuits,Commission,Ref Sheets & Design,Commission: Ref Sheets & Design,31,Fursuits:- Commission - Ref Sheets & Design,Fursuits should be designed with due appreciation to end use e.g. more active Fursuits tend to have less padding.,113,4 LINER,DONE
F02-04-01,2,4,1,Fursuits,Commission,Duct Tape Dummy,Commission: Duct Tape Dummy,27,Fursuits:- Commission - Duct Tape Dummy,"Choose when to make a Duct Tape Dummy as the body can change size with time, resulting in an ill-fitting Fursuit.",113,4 LINER,DONE
F02-04-02,2,4,2,Fursuits,Commission,Duct Tape Dummy,Commission: Duct Tape Dummy,27,Fursuits:- Commission - Duct Tape Dummy,"You cannot make a Duct Tape Dummy by yourself, so make it an Event and get a few friends over to help.",102,3 LINER,DONE
F02-04-03,2,4,3,Fursuits,Commission,Duct Tape Dummy,Commission: Duct Tape Dummy,27,Fursuits:- Commission - Duct Tape Dummy,"Your Duct Tape Dummy is the first step to the creation of your Fursuit, enjoy it more by making it with friends!",112,4 LINER,DONE
F02-04-04,2,4,4,Fursuits,Commission,Duct Tape Dummy,Commission: Duct Tape Dummy,27,Fursuits:- Commission - Duct Tape Dummy,Consider entertainment during construction as Duct Tape Dummies take time to craft.,83,3 LINER,DONE
F02-04-05,2,4,5,Fursuits,Commission,Duct Tape Dummy,Commission: Duct Tape Dummy,27,Fursuits:- Commission - Duct Tape Dummy,"A variety of body coverings can be used as a base, with disposable overalls or old clothes usually favoured.",108,3 LINER,DONE
